Business Name,Category,Address,City,County,State,Zip,Phone,Call first?,Website,Email,Facebook,Instagram,Hours,Months Open,Products,Certified Organic,SNAP,ADA Accessible,Notes,Latitude,Longitude,Source,Geo Source,Possible Dup Of,Provenance
Downtown Grand Junction Market on Main,Farmers' Market,101 s 3rd Street Suite 100,Grand Junction,Mesa,CO,81501,(970) 255-4923,No,https://downtowngj.org/events/market-on-main/,jed@downtowngj.org,facebook.com/downtowngj,instagram.com/downtowngj,Thu: 5:30 p.m. - 8:30 p.m.,"July, August, September",,No,Yes,Yes,"Parking available along side streets and in the 5th & Rood parking garage. Parking is free after 4 p.m. All products are made or grown in the local region. We welcome SNAP, and Double Up Food Bucks.",39.067092,-108.5680845,colorado_proud+usda,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Farm and Ranch Market,Farmers' Market,28th and North Ave.,Grand Junction,Mesa,CO,81501,(970) 434-3340,,http://www.farmmarketgj.com/,Farming500@yahoo.com,,,,,,,,,,39.07730997962753,-108.53369998211679,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Website"":""usda"",""County"":""census-geocoder""}"
Greeley Farmers Market,Farmers' Market,902 7th Ave.,Greeley,Weld,CO,80631,(970) 336-4219,,https://greeleygov.com/activities/fm/home,andrea.haring@greeleygov.com,,,,,,,,,Open: January to May; May to December; <br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Bedding plants;Canned or preserved fruits/vegetables;Coffee/tea;Crafts/woodworking items;Cut flowers;Dairy products.;Dry beans;Eggs;Fresh/dried herbs;Honey;Juices/non-alcoholic ciders;Mushrooms;Nursery stock;Poultry/fowl meat and products;Prepared foods;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,40.424001,-104.6891,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Website"":""usda"",""Notes"":""usda"",""County"":""census-geocoder""}"
Greeley Winter Farmers' Market,Farmers' Market,1100 8th Avenue,Greeley,Weld,CO,80631,(970) 350-9783,,http://www.greeleygov.com/fm,ACE@greeleygov.com,https://www.facebook.com/greeleyfarmersmarket,,,,,,,,,40.42105551884572,-104.6908552268176,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Website"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Landmark Greenwood Village Fresh Market,Farmers' Market,7600 Landmark Way,Greenwood Village,Arapahoe,CO,80111,(303) 442-1837,,http://coloradofreshmarkets.com/markets/,freshmarkets@comcast.net,https://www.facebook.com/ColoradoFreshMarkets/,,,,,,,,,39.617653220631695,-104.90037356467911,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Website"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
South University Farmers Market,Farmers' Market,5859 S University Blvd,Greenwood Village,Arapahoe,CO,80212,(720) 232-3740,,https://outhuniversityfarmersmarket.com,,,,,,,,,,,39.61048099659871,-104.9607890308652,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Website"":""usda"",""County"":""census-geocoder""}"
Gunnison Farmers Market,Farmers' Market,Main and Virginia,Gunnison,Gunnison,CO,81230,(970) 648-0580,No,https://www.gunnisonfarmersmarket.org,gunnyfarmersmarket@gmail.com,Gunnison Farmers Market,gunnisonfarmersmarket,Sat: 9:30 a.m. - 1 p.m.,"June, July, August, September, October","Apples, Apricots, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Carrots, Cauliflower, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Grapes, Herbs, Kale, Honeydew, Leeks, Lettuce, Microgreens, Onions, Peaches, Pears, Peas, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Zucchini, Pork, Poultry, Sausage, Beef, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Cider, Juices, Handcrafted Gifts, Rum, Local wine",No,Yes,Yes,"Seasonal farmers market in downtown Gunnison featuring an array of produce, meats, alcoholic and non alcoholic beverages, fresh baked goods including sourdough bread, jewelry, photography, clothing, and other artisan goods. Live music in IOOF Park.",38.54550198600003,-106.92689802799998,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Local Brands Farm and Ranch Markets Cooperative,Farmers' Market,9971 Cr 141,Hesperus,La Plata,CO,81326,(970) 799-1090,,,,https://www.facebook.com/lbfarmcoop,,,,,,,,,37.19660059382605,-108.05087049523475,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Highlands Ranch Farmers Market,Farmers' Market,Highlands Ranch Pkwy and Dorchester Rd,Highlands Ranch,Douglas,CO,80129,(303) 809-2865,,https://denverfarmersmarket.com,manager@denverfarmersmarket.com,,,,,,,,,Open: April to October; <br>Available Products: Fresh fruits;Fresh vegetables;Baked goods;Bedding plants;Canned or preserved fruits/vegetables;Coffee/tea;Crafts/woodworking items;Dry beans;Eggs;Fish/seafood;Fresh/dried herbs;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Prepared foods;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,39.547023,-104.99968,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Website"":""usda"",""Notes"":""usda"",""County"":""census-geocoder""}"
Idaho Springs Chamber Of Commerce Farmers Market,Farmers' Market,PO box 1641,Idaho Springs,Clear Creek,CO,80452,(303) 726-2734,,,,https://www.facebook.com/home.php#!/pages/Idaho-Springs-Chamber-Farmers-Market/169561026430240,,,,,,,,,39.74205500000005,-105.51443499999999,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Conejos County Farmers' Market,Farmers' Market,211 Broadway Ave.,La Jara,Conejos,CO,81140,(719) 480-1677,,,hrael59@gmail.com,https://www.facebook.com/conejoscountymarket,,,,,,,,,37.27589025692734,-105.96020793153654,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Lusk Farms Farmers Market,Farmers' Market,26020 West US Highway 50,La Junta,Otero,CO,81050,(719) 384-6200,,,,https://www.facebook.com/pages/category/local-business/lusk-farms-farmers-market-134339581952,,,,,,,,,38.00406947810906,-103.60091969300993,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
La Veta Local Market,Farmers' Market,306 S. Main St.,La Veta,Huerfano,CO,81055,(719) 890-4047,,http://wahatoya.org/,kristina@wahatoya.org,,,,,,,,,,37.50781929912777,-105.0090464776165,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Website"":""usda"",""County"":""census-geocoder""}"
Lafayette Colorado Farmers Market,Farmers' Market,100 N Public Rd,Lafayette,Boulder,CO,80026,,No,https://www.lafayettefm.com/,info@lafayettefm.com,https://www.facebook.com/p/Lafayette-Farmers-Market-61571202432615/,@lafayettefarmersmarket,Sun: 9am - 1pm,"May, June, July, August, September, October","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Grapes, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Okra, Onions, Peaches, Pears, Peas, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Lamb, Pork, Poultry, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Cider",No,Yes,Yes,"The Lafayette Farmers Market in Colorado operates every Sunday from May until October, from 9 a.m. to 1 p.m. in downtown Lafayette. It features a growers-only selection from local farmers, ranchers, and artisans, offering fresh produce, meats, dairy, and prepared foods.",39.998447999999996,-105.0902865,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
The Larkspur Farmers Market,Farmers' Market,8820 Spruce Mountain Road,Larkspur,Douglas,CO,80118,(720) 519-7178,Yes,https://www.thelarkspurfarmersmarket.com,thelarkspurfarmersmarket@gmail.com,The Larkspur Farmers Market,The Larkspur farmers Market,Wed: 3PM - 7Pm,"June, July, August, September","Apples, Apricots, Asparagus, Beets, Bell Peppers, Brussels Sprouts, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Pears, Peaches, Onions, Okra, Nectarines, Mushrooms, Microgreens, Lettuce, Leeks, Kale, Honeydew, Herbs, Green Beans, Grapes, Garlic, Eggplant, Peas, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Buffalo, Jerky, Lamb, Pork, Poultry, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Cider, Juices, Mead, Handcrafted Gifts",No,No,Yes,"Find locally grown organic fruits and vegetables, farm-fresh eggs, and locally raised organic meats. Browse beautiful home dÃ©cor and handcrafted goods, artisan oils, soaps, and candles, along with unique local art and crafts and so much more!",39.23331300000001,-104.8823235,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Aspen Grove Farmers Market,Farmers' Market,7301 S Santa Fe Dr #150,Littleton,Arapahoe,CO,80120,(720) 515-0431,No,https://www.AspenGroveFarmersMarket.com,abmarketcolorado@gmail.com,Aspen Grove Farmers Market,AspenGroveFarmersMarket,Fri: 10-2,"June, July, August, September","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Cabbage, Carrots, Cauliflower, Celery, Cherries, Chile - Roasted, Cucumbers, Garlic, Green Beans, Herbs, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Onions, Peaches, Pears, Plums, Spinach, Squash, Strawberries, Tomatoes, Turnips, Zucchini, Beef, Baked Goods, Honey, Jams, Jellies, Handcrafted Gifts",No,No,Yes,"The Aspen Grove Farmers Market is proud to offer a weekday market option conveniently located just off Santa Fe in the Aspen Grove shopping center. With 20+ vendors offering fresh produce, baked goods, handmade items, and more, itâ€™s an easy Friday stop!",39.58632,-105.023655,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Downtown Littleton Farmers Market,Farmers' Market,5671 South Nevada Street,Littleton,Arapahoe,CO,80120,(720) 254-1534,,https://littletonq.com,hello@littletonq.com,,,,,,,,,"Littleton Q+ is dedicated to celebrating the vibrant tapestry of the Littleton, Colorado community. Our mission is to foster inclusivity and provide opportunities for all individuals to come together and appreciate the cultures, identities and perspectives that make us unique. Through a series of engaging and inclusive events, such as a local farmer’s market, pride fest, Earth Day celebrations and more, we aim to create spaces where everyone is welcomed, valued and respected. Join us as we come together to celebrate diversity, promote understanding and build meaningful connections within our community.",39.614057,-105.0174643,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Website"":""usda"",""Notes"":""usda"",""County"":""census-geocoder""}"
Southwest Plaza Farmers' Market,Farmers' Market,8501 W. Bowles Ave,Littleton,Jefferson,CO,80123,(303) 655-3784,No,https://www.denverfarmersmarket.com/,starnertoni@yahoo.com,https://www.facebook.com/denverfarmersmarket,https://www.instagram.com/metro.denver.farmers.market/,Sat: 8 a.m. - 2 p.m. or sellout,"May, June, July, August, September, October","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Grapes, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Okra, Onions, Peaches, Pears, Peas, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Jerky, Sausage, Alaskan Seafood
(Seasonal - frozen), Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Cider, Juices, Wine, Handcrafted Gifts, Spirits",No,Yes,Yes,"Baked goods, BBQ, black-eyed peas, body oils, candles, candy, flowers (fresh-cut & dried), honey, jellies, kettle korn, kohlrabi, leeks, nuts, okra, pasta, pesto, pickles, tortillas, & wild rice. Gardening supplies & shoes. Specialty foods (German, African, French, and Mexican)",39.61075500000001,-105.0955875,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Lone Tree Farmers' Market,Farmers' Market,8585 S. Yosemite St.,Lone Tree,Douglas,CO,80124,(303) 621-8081,,,simmons03@att.net,,,,,,,,,,39.56153198124912,-104.88120202202406,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""County"":""census-geocoder""}"
Longmont Farmers Market,Farmers' Market,9595 Nelson Rd Unit D,Longmont,Boulder,CO,80501,(720) 612-8185,No,https://bcfm.org/markets/longmont-farmers-market/,hello@bcfm.org,https://www.facebook.com/LongmontFarmersMarket,https://www.instagram.com/longmontfarmersmarket/,Sat: 8:00 a.m. - 1:00 p.m.,"April, May, June, July, August, September, October, November","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Okra, Onions, Peaches, Pears, Peas, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Lamb, Pork, Sausage, Jerky, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Popcorn",No,Yes,Yes,"Come see whatâ€™s fresh at the Longmont Farmers Market! Here you'll meet your local farmers, ranchers, beekeepers, and entrepreneurs selling everything from fresh produce, meat, cheese, fresh bread and pastries, as well as delicious ready-to-eat options for breakfast and lunch.",40.155552,-105.129036,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Louisville Farmers Market,Farmers' Market,824 Front Street,Louisville,Boulder,CO,80027,(303) 902-2451,Yes,https://realfarmersmarketco.com,kellyenterprisesltd@gmail.com,https://www.facebook.com/LouisvilleFarmersMarket/,realfarmersmarket,Sat: 9am - 1pm,"May, June, July, August, September, October","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Okra, Onions, Peaches, Pears, Peas, Plums, Potatoes, Pumpkins, Radishes, Rhubarb, Spinach, Squash, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Buffalo, Jerky, Pork, Sausage, Alaskan Salmon, Crab and Cod, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Juices, Handcrafted Gifts",No,Yes,Yes,"Weekly farmers market featuring Colorado-grown fruits, vegetables, eggs, and meat. Live music, dog friendly and plenty of ready to consume breakfast and lunch offerings.",39.97841016900003,-105.13075826899995,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
City of Loveland Parks & Rec,Farmers' Market,700 S. Railroad Rd.,Loveland,Larimer,CO,80537,(970) 962-2446,No,https://www.lovgov.org/farmersmarket,colprspecialevents@gmail.com,https://www.facebook.com/CityofLovelandFarmersMarket,https://www.instagram.com/lovelandcofarmersmarket/,Sun: 9:00A - 1:00P,"June, July, August, September",,No,Yes,Yes,"The Loveland Farmers Market provides local produce, meat, dairy, treats, pantry foods and artisan goods Sundays June-September from 9A-1P. Additional special event days throughout the season and artist markets the last Sunday of each month.",40.39044306286477,-105.07733316029606,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Loveland East Farmers Market at Jax,Farmers' Market,950 E.Eisenhower Blvd,Loveland,Larimer,CO,80537,(970) 231-2020,,,,,,,,,,,,,40.40723256913324,-105.06405141633412,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""County"":""census-geocoder""}"
Loveland West Farmers Market at JAX,Farmers' Market,2665 W Eisenhower Blvd,Loveland,Larimer,CO,80537,(970) 231-2020,Yes,,treatsbyagnes@hotmail.com,https://www.facebook.com/LovelandWestFarmersMarket/,https://www.instagram.com/loveland.west.farmers.market/,Tue: 9 a.m. - 1 p.m.,"April, May, June, July, August, September, October, November","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Okra, Onions, Peaches, Pears, Peas, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Corn, Beef, Pork, Sausage, Baked Goods, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Handcrafted Gifts, Hot Sauce, Tamales, House Plants, Dumplings, GF Items, Ice Cream, Snow Cones, Face Painting",No,Yes,Yes,"The market is open from April 22nd to November 3rd and is located in the JAX West parking lot, where plenty of parking is available. Rain or shine, stop by to enjoy breakfast or lunch while exploring our offerings. Don't miss our monthly specials! Plus, during summer break, we host a kids' program.",40.40743719427048,-105.11302420486611,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Lyons Farmers Market,Farmers' Market,350 4th Ave,Lyons,Boulder,CO,80540,(423) 443-2440,No,https://fosterabundantspaces.com,abundant.spaces@gmail.com,,@abundant.spaces,Sun: 9am - 1pm,"May, June, July, August, September, October","Cucumbers, Cauliflower, Carrots, Cabbage, Brussels Sprouts, Broccoli, Bell Peppers, Beets, Apples, Eggplant, Garlic, Green Beans, Herbs, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Onions, Peaches, Plums, Potatoes, Pumpkins, Radishes, Spinach, Squash, Tomatoes, Turnips, Zucchini, Beef, Lamb, Pork, Poultry, Baked Goods, Eggs, Honey, Jams, Pickles, Popcorn, Juices, Handcrafted Gifts",No,No,Yes,"The Lyons Farmers Market is a curated Sunday market celebrating local food and seasonal craftsmanship. It is a living cultural space where food, land, creativity, and community converge. The 2026 Lyons Farmers Market will be held every Sunday 9a-1p in Sandstone Park, from May 10th - October 4th.",40.222011377261474,-105.26983745261687,colorado_proud,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Town of Mancos Farmers' Market,Farmers' Market,117 N. Main,Mancos,Montezuma,CO,81328,(970) 533-7725,,https://www.mancoscolorado.com/,info@mancoscolorado.com,,,,,,,,,,37.345698865909846,-108.28907583339824,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Website"":""usda"",""County"":""census-geocoder""}"
Downtown Mead Farmers' Market,Farmers' Market,P.O. Box 55,Mead,Weld,CO,80542,(303) 358-9294,,,,https://www.facebook.com//pages/Downtown-Mead-Farmers-Market/869282329791286?ref=hl,,,,,,,,,40.23740500000008,-105.00235499999997,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Facebook"":""usda"",""County"":""census-geocoder""}"
Minturn Market,Farmers' Market,100 Main St.,Minturn,Eagle,CO,81645,(970) 445-2415,No,https://www.minturn.org,events@minturn.org,https://www.facebook.com/minturnmarket/,https://www.instagram.com/minturnmarket/,"Sat: 9am - 2pm, Saturdays  June 20th through September 12th (Closed on July 4th)","June, July, August, September","Apples, Apricots, Bell Peppers, Beets, Cantaloupe, Carrots, Cherries, Cucumbers, Green Beans, Herbs, Honeydew, Microgreens, Mushrooms, Nectarines, Onions, Peaches, Pears, Eggplant, Peas, Plums, Potatoes, Radishes, Raspberries, Squash, Strawberries, Sweet Corn, Tomatoes, Watermelon, Zucchini, Beef, Lamb, Pork, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Wine, Handcrafted Gifts",No,No,Yes,"Family-friendly artisan market featuring food trucks, fresh produce, baked goods, art & pottery, clothing & jewelry, pet products & more.  Live music, live art demonstrations, whisky and wine tastings, as well as a Kids Zone.",39.589326,-106.4317455,colorado_proud+usda,source,,"{""Business Name"":""colorado_proud"",""Address"":""colorado_proud"",""City"":""colorado_proud"",""County"":""colorado_proud"",""Zip"":""colorado_proud"",""Phone"":""colorado_proud"",""Website"":""colorado_proud"",""Email"":""colorado_proud"",""Facebook"":""colorado_proud"",""Instagram"":""colorado_proud"",""Hours"":""colorado_proud"",""Months Open"":""colorado_proud"",""Products"":""colorado_proud"",""Certified Organic"":""colorado_proud"",""SNAP"":""colorado_proud"",""ADA Accessible"":""colorado_proud"",""Notes"":""colorado_proud""}"
Monte Vista Farmers' Market,Farmers' Market,1st Ave. and Jefferson St.,Monte Vista,Rio Grande,CO,81144,(719) 850-8170,,http://www.monte-vista.org/Events_Calendar.htm,montefarmersmarket@gmail.com,,,,,,,,,,37.580901082572076,-106.14513179151366,usda,source,,"{""Business Name"":""usda"",""Address"":""usda"",""City"":""usda"",""Zip"":""usda"",""Phone"":""usda"",""Email"":""usda"",""Website"":""usda"",""County"":""census-geocoder""}"
