Business Name,Category,Address,City,County,State,Zip,Phone,Call first?,Website,Email,Facebook,Instagram,Hours,Months Open,Products,Certified Organic,SNAP,ADA Accessible,Notes,Latitude,Longitude
Father Earth Organic Farm LLC,CSA Farm,8881 Elgin Drive,Lafayette,Boulder,CO,80026,(720) 849-3484,Yes,fatherearthorganicfarm.com,hodjelodje@comcast.net,,,Sat: 9 a.m. - 1 p.m.  Louisville Farmer's market,"May, June, July, August, September, October","Beets, Broccoli, Cantaloupe, Carrots, Chile Peppers, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Lettuce, Microgreens, Onions, Radishes, Rhubarb, Spinach, Squash, Strawberries, Tomatoes, Turnips, Jams, Jellies, Pickles",No,Yes,No,"Father Earth Organic Farm is a small micro farm in Lafayette Colorado.  We specialize in providing fresh organic produce to our community thru the Louisville Farmer's Market and thru our CSA Farm Share program.  When available, we donate fresh produce to local food banks such as Sister Carmens and Community Food Share.",40.00265999999999,-105.146001
Donald C Mauro Farms,U-Pick,35511 Everett Rd,Pueblo,Pueblo,CO,81006,(719) 948-3387,No,,,,,,"June, July, August, September, October","Asparagus, Beets, Bell Peppers, Cabbage, Cantaloupe, Carrots, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Lettuce, Onions, Peas, Pinto Beans, Pumpkins, Radishes, Rhubarb, Squash, Sweet Corn, Tomatoes, Watermelon, Zucchini",No,No,Yes,Small Farm Market located in Vineland CO - head down the long driveway and pull up around the back of the house - CASH ONLY,38.25091800000001,-104.4643365
Musso Farms,Roadside Market,35779 Hillside Rd,Pueblo,Pueblo,CO,81006,(719) 948-3581,No,https://www.mussofarmschileroom.com/?srsltid=AfmBOopmJHrwp3V5nJcpVdJMXROam98ePfp2E4mcVodnHUJ8LBP7fJ7z,socochileinc@gmail.com,https://www.facebook.com/MussoFarms/,,,"June, July, August, September, October","Asparagus, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Onions, Peas, Pinto Beans, Potatoes, Pumpkins, Radishes, Squash, Strawberries, Sweet Corn, Tomatoes, Watermelon, Zucchini, Jerky, Baked Goods, Cheese, Honey, Pickles, Chile powder and other spices, Pueblo Chile Pasta, freeze chile, numerous other products.",No,Yes,Yes,"Stop by for fresh produce, stay for some fun!",38.24369999999999,-104.46137999999999
Town of Windsor,Farmers' Market,"250 11th St., Windsor",Windsor,Weld,CO,80550,(970) 388-7354,No,www.recreationliveshere.com,slaub@windsorgov.com,,,Sat: 8-12:30,"June, July, August, September","Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cherries, Chile - Roasted, Cucumbers, Green Beans, Herbs, Lettuce, Mushrooms, Onions, Peaches, Pears, Potatoes, Pumpkins, Raspberries, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Zucchini, Beef, Jerky, Baked Goods, Honey, Jams, Jellies, Pickles, Popcorn, Handcrafted Gifts",No,No,Yes,Windsor Farmer's Market at Boardwalk Park,40.482684000000006,-104.918886
Durango Farmers Market,Farmers' Market,259 W. 9th Street,Durango,La Plata,CO,81301,(970) 335-8223,No,www.durangofarmersmarket.com,director@durangofarmersmarket.com,https://www.facebook.com/durangofarmersmarket,@durangofarmers,Sat: 8 AM - 12 PM (May-Sep.) 9 AM - 12 PM (Oct.),"October, September, August, July, June, May","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Okra, Onions, Peaches, Pears, Peas, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Lamb, Pork, Poultry, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Cider, Juices, Mead, Handcrafted Gifts",No,Yes,Yes,,37.274252187583635,-107.884298697417
Aspen Grove Farmers Market,Farmers' Market,7301 S Santa Fe Dr #150,Littleton,Arapahoe,CO,80120,(720) 515-0431,No,www.AspenGroveFarmersMarket.com,abmarketcolorado@gmail.com,Aspen Grove Farmers Market,AspenGroveFarmersMarket,Fri: 10-2,"June, July, August, September","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Cabbage, Carrots, Cauliflower, Celery, Cherries, Chile - Roasted, Cucumbers, Garlic, Green Beans, Herbs, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Onions, Peaches, Pears, Plums, Spinach, Squash, Strawberries, Tomatoes, Turnips, Zucchini, Beef, Baked Goods, Honey, Jams, Jellies, Handcrafted Gifts",No,No,Yes,"The Aspen Grove Farmers Market is proud to offer a weekday market option conveniently located just off Santa Fe in the Aspen Grove shopping center. With 20+ vendors offering fresh produce, baked goods, handmade items, and more, itâ€™s an easy Friday stop!",39.58632,-105.023655
"Colo-Pac Produce, Inc.",CSA Farm,4345 Oneida Street,Denver,Denver,CO,80216,(303) 291-0155,,www.colopac.com,email@colo-pac.com,,,Mon: 6 am - 3 pm; Tue: 6 am - 3 pm; Wed: 6 am - 3 pm; Thu: 6 am - 3 pm; Fri: 6 am - 3 pm; Sat: 6 am - 10 am,"January, February, March, April, May, June, July, August, September, October, November, December","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Grapes, Green Beans, Honeydew, Herbs, Kale, Leeks, Lettuce, Mushrooms, Microgreens, Nectarines, Okra, Onions, Pears, Peaches, Peas, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Watermelon, Turnips, Zucchini, Eggs",Yes,No,No,"Wholesale, Repacker and Distributor of Fresh Colorado Fruits, Vegetables and Eggs. Family Business in Denver since 1929. Colorado Supported Agriculture box program available 2026!",39.77715599999999,-104.909004
Quarter Acre and a Mule Farm,Other,2207 E 12th St,Pueblo,Pueblo,CO,81001,,No,https://quarteracreandamule.com/,,,,Sat: 9:00am - Noon,"June, July, August, September, October","Apples, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Chile Peppers, Cucumbers, Eggplant, Garlic, Grapes, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Onions, Pinto Beans, Potatoes, Pumpkins, Radishes, Squash, Sweet Corn, Tomatoes, Watermelon, Zucchini, Cheese, Eggs, Honey, Jams, Jellies, Pickles",No,Yes,No,"We gladly accept SNAP, CO Produce Bonus, Double Up Food Bucks, Fresh to Flourish and PowerUp Protein. The farm will set up a stand at Mesa Gardens Apartments monthly
June 20
July 18
August 15
Sept 26
Oct 17",38.27978999999999,-104.5695375
"4B Ranch Livestock, LLC",On-Farm / Ranch Sales,"35198 County Road 19, Fort Morgan CO 80701",FORT MORGAN,Morgan,CO,80701,(970) 380-4433,Yes,4branchlivestock.com,4branchlivestock@gmail.com,,,Mon: 10am to 5pm; Tue: 10am to 5pm; Wed: 10am to 5pm; Thu: 10am to 5pm; Fri: 10am to 5pm; Sat: 10am to 5pm,"November, December, October, September, August, July, June, May, April, March, February, January","Baked Goods, Eggs",No,No,Yes,"4B Ranch & Livestock, LLC is a family-operated Colorado ranch offering fresh farm eggs, homemade signature banana bread, and handcrafted wood items. The ranch also raises cattle and breeds working Australian Shepherds in a hands-on livestock environment, providing quality, locally produced products to the Colorado community",40.51213813765911,-103.79013541840057
Fox Fungi,On-Farm / Ranch Sales,2370 S Kalamath St Unit D,Denver,Denver,CO,80223,(303) 656-1230,No,HTTPS://Www.foxfungi.com,contact@foxfungi.com,,,Mon: 12-6; Tue: 12-6; Wed: 12-6; Thu: 12-6; Fri: 10-7; Sat: 10-7; Sun: 12-5,"January, February, March, April, May, June, July, August, September, October, November, December",Mushrooms,No,No,Yes,Urban farm located in the heart of Denver specializing in a large variety of culinary gourmet mushrooms.,39.67371,-105.0002865
Christensen Ranch,On-Farm / Ranch Sales,24951 CR 9.5,Weldona,Morgan,CO,80653,(970) 645-1339,,christensenranch.com,christensenranch@gmail.com,ChristensenRanchBeef,,Mon: 8 am - 4 pm; Tue: 8 am - 4 pm; Wed: 8 am - 4 pm; Thu: 8 am - 4 pm; Fri: 8 am - 4 pm,"January, February, March, April, May, June, July, August, September, October, November, December",Beef,No,No,No,"Pasture-raised, corn-finished beef. Beef boxes and eighth, quarter, and half shares ship to you. Custom quarters, halves, and wholes for pick up.",40.36110685582149,-103.9691104141486
Green Vally Ranch NE Denver Farmers Market (Presented by Grateful Garden llc),Farmers' Market,4890 argonne way,Denver,Denver,CO,80249,(720) 619-0619,No,Gvrfarmersmarket.com,katrina@gratefulgardenllc.com,https://www.facebook.com/GVRFarmersMarket,https://www.instagram.com/gvrfarmersmarket,Wed: 5pm-8pm,"June, July, August","Apples, Asparagus, Beets, Cabbage, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Peaches, Peas, Radishes, Rhubarb, Spinach, Squash, Tomatoes, Beef, Buffalo, Jerky, Lamb, Pork, Poultry, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Cider, Juices",No,Yes,Yes,"Urban farms, fresh eggs and FREE LIVE MUSIC and Family Friendly ENTERTAINMENT. Local businesses",39.78558000000001,-104.76711449999999
Old Elm Farm,Roadside Market,8912 Arapahoe Rd,Boulder,Boulder,CO,80303,(303) 618-0571,,theoldelmboulder.com,theoldelmboulder@gmail.com,,,Fri: 2 pm - 7 pm; Sat: 10 am - 3 pm,"May, June, July, August, September","Apples, Beets, Cantaloupe, Carrots, Chile Peppers, Cucumbers, Garlic, Herbs, Kale, Lettuce, Peaches, Potatoes, Radishes, Spinach, Squash, Strawberries, Tomatoes, Baked Goods, Eggs, Honey, Handcrafted Gifts",No,Yes,Yes,"Old Elm farm grows a variety of vegetables, herbs, berries, flowers and honey. We host farm to table dinners during the warm seasons and offer overnight farm stays through Air BnB.",40.01364000000001,-105.144786
Mountain Market & Supply,Other,112 W Second Street,Eagle,Eagle,CO,81631,(719) 838-3852,,,mountainmarketeagle@gmail.com,https://www.facebook.com/profile.php?id=61563573157184,https://www.instagram.com/mtnmarketandsupply/,Tue: 11am-6pm; Wed: 11am-6pm; Thu: 11am-7pm; Fri: 12pm-5pm; Sat: 11am-6pm,"January, February, March, May, April, June, July, August, September, October, November, December","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Cucumbers, Eggplant, Garlic, Herbs, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Onions, Peaches, Pears, Peas, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Watermelon, Zucchini, Beef, Jerky, Pork, Poultry, Sausage, Bison, Elk, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Cider, Juices, Handcrafted Gifts, Bulk refill products",No,No,Yes,"Locally owned market prioritizing small farmers and producers.  Focus on local, sustainable, and/or artisanal products. Offerings include summer/fall CSA partnership, CO honey and seasonal produce, bulk refill soaps, groceries, prepared meals and gifts.",39.65509800000001,-106.8283395
DiSanti Farms,U-Pick,29114 South Rd,Pueblo,Pueblo,CO,81006,(719) 948-2526,,,sales@disantifarms.com,,,,"May, June, July, August, September, October","Beets, Bell Peppers, Cantaloupe, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Green Beans, Honeydew, Onions, Nectarines, Peaches, Pinto Beans, Pumpkins, Radishes, Sweet Corn, Tomatoes, Watermelon, Zucchini, Baked Goods, Jams, Jellies, Honey",No,Yes,Yes,"Fresh, homegrown produce including green chiles, melons, sweet corn, tomatoes, pumpkins and
more! Locally owned and operated since 1890, we are committed to providing our community and
customers with the best produce and experience.",38.226608999999996,-104.5153305
Laz U 2 Bar Goat Dairy & Farm,On-Farm / Ranch Sales,10530 County Road 15,Del Norte,Rio Grande,CO,81132,(719) 850-9914,Yes,none,lazu2bar@gmail.com,,,,"January, February, March, April, May, June, July, August, September, October, November, December","Beef, Pork, Lamb, Cheese, Tours - come meet the ""girls"" and hug a baby goat or scotty calf",No,No,Yes,"Laz Ewe 2 Bar Goat Dairy/Knoblauch Ranch is a Centennial Ranch located in the flood plain of the Rio Grande River between Del Norte and Southfork.  We are producing fine goat and cow cheeses as well as Scottish Highlander Grass Fed Beef, lamb and pork. Our property is protected by a Conservation Easement.",37.69532100000001,-106.48143
Two Roots Farm LLC,U-Pick,100 Sopris Creek Road,Basalt,Pitkin,CO,81621,,,www.tworootsfarm.com,farmers@tworootsfarm.com,,,Fri: 9am-1pm,"June, July, August, September, October",,No,Yes,Yes,"Two Roots Farm has been growing vegetables, herbs, and flowers for the Roaring Fork Valley using regenerative methods since 2016. We aim to grow food in the cleanest, healthiest way possible: prioritizing the vitality of our farmers, soil, and eaters above all else.",39.37097700000001,-107.0349525
Anderson Farms,U-Pick,6728 County Rd 3 1/4,Erie,Weld,CO,80516,(303) 828-5210,No,https://andersonfarms.com/,info@andersonfarms.com,https://www.facebook.com/AndersonfarmsCO,https//andersonfarmsco,Mon: Varies; Wed: Varies; Thu: Varies; Fri: Varies; Sat: Varies; Sun: Varies,"August, September, October","Pumpkins, Squash, Baked Goods, Honey, Jellies, Jams, Pickles, Popcorn, Cider, Handcrafted Gifts, Sunflowers, Wildflowers",No,No,Yes,"Coloradoâ€™s Largest Fall Family Entertainment Destination! U-Pick Sunflowers opens weekends in Aug with 15-acres of sunflowers and wildflowers. Fall Fest opens in September & October with a 25-acre corn maze, 100 varieties of pumpkins, squash, & gourds, plus many family friendly activities for a fun filled day.",40.098501,-105.031773
"Berry Patch Farms, LLC",U-Pick,13785 POTOMAC ST,Brighton,Adams,CO,80601,(303) 659-5050,No,berrypatchfarms.com,,Berry Patch Farms,berrypatchfarms,Tue: 8am-1pm;  4-7pm  ( check website for seasonal updates or call 303-659-5050); Thu: 8am-1pm (check website for seasonal updates or call  303-659-5050); Sat: 8am-4pm (check website for seasonal updates or call 303-659-5050),"January, February, March, April, May, June, July, August, September, October, November, December","Apples, Beets, Bell Peppers, Cabbage, Cantaloupe, Carrots, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Nectarines, Okra, Onions, Peaches, Pears, Peas, Plums, Potatoes, Pumpkins, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, All produce is Certified Organic, Beef, Eggs, Baked Goods, Honey, Cider",Yes,No,Yes,"While we love dogs, we have Peyton, please leave yours at home also please no smoking.",39.94666596877159,-104.82816398691948
The Delta Farmers Market & Bazaar,Farmers' Market,2195 Southgate Lane,Delta,Delta,CO,81416,(970) 549-7151,No,https://www.deltacofarmersmarket.com/,deltacofarmersmarket@gmail.com,https://www.facebook.com/groups/246038845197062,,Wed: 8:30 am -1 pm; Sat: 8:30 am - 1 pm,"May, June, July, August, September, October","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Garlic, Grapes, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Onions, Peaches, Pears, Eggplant, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, All produce available here on the Western Slope, Baked Goods, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Juices, Handcrafted Gifts, Antiques, collectibles, handcrafted jewelry, artwork, aprons, natural bath & body, woodworking, 3-d printing, wreaths, plants, flowers.",No,No,Yes,"All products are grown, harvested, created, curated or produced in our local area, featuring small growers and producers. We offer handcrafted gifts, antiques & collectibles. Many local small businesses are on-site.",38.71781100000001,-108.054999
Milberger Farms at Peppes,Garden Center / Greenhouse,28570 E Us HWY 50,Pueblo,Pueblo,CO,81006,(719) 948-3305,No,milbergerfarms.com,milbergerfarmsatpeppes@gmail.com,Facebook.com/WherePuebloChileisKing,,Mon: winter 7am-3pm / summer 7am-5pm; Tue: winter 7am-3pm / summer 7am-5pm; Wed: winter 7am-3pm / summer 7am-5pm; Thu: winter 7am-3pm / summer 7am-5pm; Fri: winter 7am-3pm / summer 7am-8pm; Sat: winter 7am-3pm / summer 7am-5pm; Sun: winter 7am-3pm / summer 7am-5pm,"January, February, March, April, May, June, July, August, September, October, November, December","Asparagus, Beets, Bell Peppers, Broccoli, Cantaloupe, Cauliflower, Chile Peppers, Chile - Roasted, Cucumbers, Apples, Apricots, Cabbage, Cherries, Eggplant, Green Beans, Herbs, Onions, Grapes, Mushrooms, Lettuce, Peaches, Pears, Pinto Beans, Pumpkins, Radishes, Squash, Sweet Corn, Tomatoes, Watermelon, Zucchini, Peas, Plums, Potatoes, Beef, Pork, Sausage, Jerky, Baked Goods, Cheese, Honey, Jams, Jellies, Pickles, Popcorn, Juices",Yes,Yes,Yes,"We are family owned and operated. We offer fresh seasonal produce, homemade baked goods, and more. Keep an eye on our website and Facebook for dates and more information. Donâ€™t forget our Fall Festival and Friday Night Cruise Nights. Need to have a party? We have you covered with our outdoor patio.",38.24455499999999,-104.51925
National Celiac Association of Denver,Farmers' Market,PO Box 221742 APT 127,Denver,Denver,CO,80222,(970) 978-2329,Yes,www.denverceliacs.org,,https://www.facebook.com/DenverCeliacs,@denverceliacs,"Sat: 9:00 AM-1:00 PM Second Saturday of each month except May, November,December, January, February, March, April","June, July, August, September, October",,No,No,Yes,"Mark your calendars for Colorado's only Gluten-Free Farmerâ€™s Market. The farmerâ€™s market will include products from food trucks, small businesses, produce, crafts, art, beauty products, herbs, house plants, canned goods, dog treats, prepared foods, flowers, and more!",39.69922500000001,-104.89788899999999
C & R Farms LLC,On-Farm / Ranch Sales,3620 F Road,Palisade,Mesa,CO,81526,(970) 986-0321,,candrfarms.com,megan@candrfarms.com,C & R Farms,,,"July, August, September","Apples, Apricots, Cherries, Pears, Peaches, Nectarines, Plums",No,No,Yes,"Three generations family owned and operated for over 45 years.  Our fruit is picked and packed by hand to help ensure quality and freshness. We offer direct sales from the farms and farmer's markets located in the Colorado Springs, Denver and Ft Collins area.  We also welcome groups looking for an outstand fundraiser.",39.092247000000015,-108.380439
The Peachfork,Winery,281 33 RD,Palisade,Mesa,CO,81526,(970) 216-7662,No,Peachfork.com,peachfork@gmail.com,Peachforkfruitandwine,Peachforkfruitandwine,Mon: Noon - 6pm; Thu: Noon - 6pm; Fri: Noon - 6pm; Sat: Noon -6 pm; Sun: Noon - 6pm,"January, February, April, March, May, June, July, August, September, October, November, December","Apples, Peaches, Pears, Grapes, Cider, Juices, Estate wines",No,No,Yes,"Family operated, kid and dog friendly. U- pick fruit in fall. U- pick wine tasting flight year around.  Open extended days and hours during August, September and October.",39.04593299999999,-108.441684
Ledingham Livestock,Other,56145 CR 21,Carr,Weld,CO,80612,(970) 218-5929,Yes,www.ledinghamlivestock.com,ledinghamlivestock@gmail.com,https://www.facebook.com/ledinghamlivestock,https://www.instagram.com/ledingham.livestock/,Sat: 8 a.m. - 12 p.m.,"January, February, March, April, May, June, July, August, September, October, November, December","Beef, Lamb, Handcrafted Gifts",No,No,Yes,We raise grass fed and finished beef and lamb with FREE shipping or delivery,40.81474800000001,-104.869647
Back Gate Farm,CSA Farm,1505 North College Ave.,Fort Collins,Larimer,CO,80524,(970) 846-4113,Yes,backgatefarm.com,backgatefarm@gmail.com,,,Thu: 4pm-6pm,"January, February, March, April, May, June, July, August, September, October, November, December","Beets, Cabbage, Carrots, Chile Peppers, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Kale, Lettuce, Microgreens, Onions, Pumpkins, Radishes, Spinach, Squash, Tomatoes, Turnips, Zucchini",No,Yes,No,"We are a boutique urban farm in the heart of Fort Collins. Specializing in year-round microgreens and a seasonal bounty of mixed vegetables, herbs, and flowers, we connect our community to fresh, local flavor. Join our Mayâ€“September CSA or visit us for weekly on-farm sales.",40.60787408260472,-105.0766136630701
Abundant Life Organic Farms,Roadside Market,31733 HIGHWAY 92,HOTCHKISS,Delta,CO,81419,(970) 985-8842,No,,,https://www.facebook.com/abundantlifeorganicfarmsco,https://www.instagram.com/abundantlifeorganicfarms/,,"May, June, July, August, September, October, November","Apricots, Beets, Bell Peppers, Cantaloupe, Carrots, Chile Peppers, Cucumbers, Garlic, Green Beans, Herbs, Honeydew, Lettuce, Onions, Peaches, Pears, Zucchini, Watermelon, Turnips, Tomatoes, Sweet Corn, Strawberries, Squash, Spinach, Raspberries, Potatoes, Plums, Peas, Yak cuts, Jams, Honey, Pickles",Yes,No,No,"Family farm located conveniently on Highway 92, 3 miles west of Hotchkiss town.  2026 will be the first season we offer an Airbnb opportunity on the farm.  Telluride market from 10:30-3:30 on Fridays, Aspen Saturday Market from 8:30-2:00 on Saturdays.",38.800431,-107.7679035
Honey Rock Landing,U-Pick,2444 Dominguez Canyon Rd,Delta,Delta,CO,81416,(970) 275-3974,No,https://www.honeyrocklanding.com/,info@honeyrocklanding.com,https://www.facebook.com/HoneyRockLanding/,https://www.instagram.com/honeyrocklanding/?hl=en,,"January, February, March, April, May, June, July, August, September, October, November, December","Apricots, Asparagus, Beets, Bell Peppers, Cabbage, Cantaloupe, Carrots, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Herbs, Honeydew, Kale, Lettuce, Microgreens, Peaches, Pears, Plums, Radishes, Raspberries, Spinach, Squash, Strawberries, Tomatoes, Watermelon, Zucchini, Eggs, Honey",Yes,No,Yes,"At Honey Rock Landing, we grow organic cherries, peaches, pears, and seasonal produce using regenerative farming. We provide fresh crops for our farm stand, local markets, and value-added products like purees and juices, while welcoming guests to our Cave Suites for a unique agritourism experience.",38.798091,-108.32181299999999
Colorado Gators,Agritourism,9162 Lane 9 N,Mosca,Alamosa,CO,81146,(719) 378-2612,No,ColoradoGators.com,colog8rs@gmail.com,http://www.facebook.com/ColoradoGatorFarm,,,"January, February, March, April, May, June, July, August, September, October, November, December","Figs, Fig Trees, Tilapia",No,No,Yes,We are a reptile rescue and educational facility and fish farm with an integrated ecosystem to grow food for animals and for people.,37.705725,-105.86997
Royal Gorge Farmers Market,Farmers' Market,"816 Royal Gorge Blvd, CaÃ±on City, CO 81212, USA",CaÃ±on City,Fremont,CO,81212,(719) 275-2331,No,https://www.royalgorgechamberalliance.org/royal-gorge-farmers-market/,foundation@royalgorgechamberalliance.org,https://www.facebook.com/royalgorgefarmersmarket,,Sat: 9 am-1 pm,"July, August, September","Apples, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Celery, Cherries, Cucumbers, Peaches, Pears, Onions, Mushrooms, Microgreens, Lettuce, Kale, Green Beans, Eggplant, Pinto Beans, Potatoes, Radishes, Raspberries, Rhubarb, Spinach, Squash, Sweet Corn, Tomatoes, Zucchini, Beef, Sausage, Pork, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Handcrafted Gifts",No,No,Yes,"The Royal Gorge Farmers Market operates during the summer and early fall months, offering a vibrant atmosphere for locals and visitors to enjoy fresh produce, handmade goods, and unique crafts.",38.44133099999999,-105.2351235
The Winery at Holy Cross Abbey,Winery,3011 E US Highway 50,CANON CITY,Fremont,CO,81212,(719) 276-5191,No,www.abbeywinery.com,info@abbeywinery.com,https://www.facebook.com/Abbeywinery,theabbeywinery,Mon: 10  am - 6 pm; Tue: 10  am - 6 pm; Wed: 10  am - 6 pm; Thu: 10  am - 6 pm; Fri: 10  am - 6 pm; Sat: 10  am - 6 pm; Sun: 12 noon - 5 pm,"January, February, March, April, May, June, July, August, September, October, November, December","Merlot, Riesling, Viognier, Syrah, Cabernet Sauvignon, Cabernet Franc, Chardonnay, Sauvignon Blanc, Apple, Dessert, Red and White Blends, Blush",No,No,Yes,"Several years ago, some simple Benedictine Fathers had a dream. Today, that dream is a reality, and the staff at the winery proudly invites you to share in their vision.",38.496250544284926,-105.31580057784522
SALT Craft Meat Market,Restaurant,611 Wilcox Street; Ste B,Castle Rock,Douglas,CO,80104,(720) 925-1318,No,https://www.saltmeatmarket.com/,hello@saltmeatmarket.com,https://www.facebook.com/saltmeatmarket,https://www.instagram.com/saltmeatmarket,Mon: 9:30am - 6pm; Tue: 9:30am - 6pm; Wed: 9:30am - 6pm; Thu: 9:30am - 6pm; Fri: 9:30am - 6pm; Sat: 9am - 5pm,"January, February, March, April, May, June, July, August, September, October, November, December","Beef, Buffalo, Jerky, Lamb, Pork, Poultry, Sausage, Elk, Salmon, Halibut, Cod, etc., Baked Goods, Pickles, Honey, Eggs, Cheese, Jams, Jellies",No,No,Yes,"We are a local craft butcher shop, offering high quality, locally-raised meats and grab & go options like made-from-scratch meals and deli sandwiches. We exist to feed & nourish the community. We are the local choice for the best meats in Castle Rock, connecting the community and local farms and ranches.",39.37570199999999,-104.8603905
Larimer County Farmers' Market,Farmers' Market,200 W. Oak St.,Fort Collins,Larimer,CO,80524,(970) 498-6000,No,www.larimer.gov/extension/larimer-county-farmers-market,larimercountyfm@gmail.com,https://www.facebook.com/larimercountyfm,https://www.instagram.com/larimercountyfm,Sat: 9am - 1pm,"May, June, July, August, September, October","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Kale, Herbs, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Onions, Peaches, Pears, Peas, Plums, Pinto Beans, Potatoes, Pumpkins, Radishes, Rhubarb, Spinach, Squash, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Buffalo, Lamb, Pork, Poultry, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Cider, Juices, Handcrafted Gifts",No,Yes,Yes,"The oldest farmers' market in northern Colorado, the Larimer County Farmers' Market is celebrating its 50th season in 2026, with over 100 vendors. The LCFM is Fort Collins' flagship market, and operated by the Larimer County CSU Extension Office.",40.58566529570034,-105.07905344519178
Billy Goat Hop Farm,Agritourism,67181 Trout Rd.,Montrose,Montrose,CO,81403,(812) 664-8597,Yes,https://www.billygoathopfarm.com/visit,billygoathopfarm@gmail.com,https://www.facebook.com/billygoathopfarm,https://www.instagram.com/billygoathopfarm/,Mon: By appointment for tours / Campground 24 hrs; Tue: By appointment for tours / Campground 24 hrs; Wed: By appointment for tours / Campground 24 hrs; Thu: By appointment for tours / Campground 24 hrs; Fri: Fridays on the Farm 4pm - 9pm / By appointment for tours / Campground 24 hrs; Sat: By appointment for tours / Campground 24 hrs; Sun: By appointment for tours / Campground 24 hrs,"April, May, June, July, August, September, October, November, March","Hops, Several different styles of beer, along with hop water",No,No,Yes,"We are now the only hop farm in the Southwest, and are now open to the public with camping, tours, and events! This is a unique opportunity to learn about hop farming, sleep among hop bines, enjoy mountain views, and drink beer & hop water made with hops grown right here!",38.394090000000006,-107.828649
